position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
148,Gods Eater Burst,PSP,D3 Publisher  ,Shift  ,N/A  ,7.1  ,N/A  ,0.47m,N/A,N/A,N/A,N/A,N/A,15th Mar 11  ,N/A
149,Syphon Filter: Logan's Shadow,PSP,Sony Computer Entertainment  ,SCEA Bend Studio  ,N/A  ,8.4  ,N/A  ,N/A,0.46m,0.25m,0.12m,N/A,0.09m,02nd Oct 07  ,N/A
150,Brothers In Arms: D-Day,PSP,Ubisoft  ,Gearbox Software  ,N/A  ,6.8  ,N/A  ,N/A,0.46m,0.23m,0.14m,N/A,0.09m,05th Dec 06  ,N/A
151,Tomb Raider: Legend,PSP,Eidos Interactive  ,Buzz Monkey  ,N/A  ,7.2  ,N/A  ,N/A,0.46m,0.09m,0.25m,N/A,0.12m,21st Jun 06  ,N/A
152,ATV Offroad Fury Pro,PSP,Sony Computer Entertainment  ,Climax Group  ,N/A  ,7.6  ,N/A  ,N/A,0.46m,0.37m,0.04m,N/A,0.04m,26th Oct 06  ,N/A
153,Burnout Dominator,PSP,Electronic Arts  ,Criterion Games  ,N/A  ,7.8  ,N/A  ,N/A,0.45m,0.02m,0.38m,0.01m,0.05m,06th Mar 07  ,N/A
154,Dynasty Warriors: Strikeforce,PSP,Tecmo Koei  ,Omega Force  ,N/A  ,6.4  ,N/A  ,N/A,0.45m,0.03m,0.02m,0.38m,0.02m,28th Apr 09  ,N/A
155,Worms: Open Warfare 2,PSP,THQ  ,Team17 Software / Two Tribes  ,N/A  ,8.1  ,N/A  ,N/A,0.45m,0.04m,0.27m,N/A,0.14m,04th Sep 07  ,N/A
156,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Sony Computer Entertainment  ,Slant Six Games  ,N/A  ,7.5  ,N/A  ,N/A,0.45m,0.17m,0.13m,0.06m,0.09m,16th Feb 10  ,N/A
157,Mobile Suit Gundam: Gundam vs. Gundam,PSP,Namco Bandai  ,Banpresto  ,N/A  ,N/A  ,N/A  ,0.44m,N/A,N/A,N/A,N/A,N/A,20th Nov 08  ,N/A
158,Yu-Gi-Oh! 5D's Tag Force 4,PSP,Konami  ,Konami  ,N/A  ,7.0  ,N/A  ,N/A,0.44m,0.19m,0.07m,0.12m,0.05m,17th Nov 09  ,N/A
159,Crash: Mind Over Mutant,PSP,Activision  ,Virtuos  ,N/A  ,4.8  ,N/A  ,N/A,0.43m,0.11m,0.21m,N/A,0.11m,21st Oct 08  ,N/A
160,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,Namco Bandai  ,Capcom  ,N/A  ,N/A  ,N/A  ,0.43m,N/A,N/A,N/A,N/A,N/A,03rd Dec 09  ,N/A
161,Ben 10 Alien Force: Vilgax Attacks,PSP,D3 Publisher  ,1st Playable Productions  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.13m,0.19m,N/A,0.11m,27th Oct 09  ,N/A
162,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Banpresto  ,Banpresto  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,N/A,N/A,0.42m,N/A,14th Apr 11  ,N/A
163,Juiced: Eliminator,PSP,THQ  ,Juice Games  ,N/A  ,6.6  ,N/A  ,N/A,0.42m,0.11m,0.20m,N/A,0.12m,28th Jun 06  ,N/A
164,Pirates of the Caribbean: At World's End,PSP,Disney Interactive Studios  ,Eurocom Entertainment Software  ,N/A  ,6.0  ,N/A  ,N/A,0.42m,0.15m,0.17m,N/A,0.10m,22nd May 07  ,N/A
165,NBA 2K11,PSP,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.39m,N/A,N/A,0.03m,05th Oct 10  ,N/A
166,NBA Live 06,PSP,EA Sports  ,EA Canada  ,N/A  ,8.1  ,N/A  ,N/A,0.42m,0.39m,0.00m,N/A,0.03m,04th Oct 05  ,N/A
167,Yu-Gi-Oh! GX: Tag Force 2,PSP,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.03m,0.19m,0.10m,0.10m,18th Sep 07  ,N/A
168,Castlevania: The Dracula X Chronicles,PSP,Konami  ,Konami  ,N/A  ,8.0  ,N/A  ,N/A,0.42m,0.22m,0.09m,0.04m,0.07m,23rd Oct 07  ,N/A
169,Dragon Ball Z: Shin Budokai,PSP,Atari  ,Dimps Corporation  ,N/A  ,7.4  ,N/A  ,0.42m,N/A,N/A,N/A,N/A,N/A,07th Mar 06  ,N/A
170,Football Manager Handheld 2011,PSP,Sega  ,Sports Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,N/A,0.28m,N/A,0.14m,26th Nov 10  ,N/A
171,Star Wars The Clone Wars: Republic Heroes,PSP,LucasArts  ,Krome Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,0.21m,0.13m,N/A,0.07m,06th Oct 09  ,N/A
