position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
119,Judge Dredd,GG,Acclaim Entertainment  ,Probe Entertainment Limited  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95  ,N/A
120,Junction,GG,Micronet  ,Micronet  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 91  ,N/A
121,Jungle Strike,GG,Black Pearl  ,Unexpected Development  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
122,Jurassic Park,GG,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
123,Kawasaki Superbike Challenge,GG,Time Warner Interactive  ,Lankhor  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95  ,N/A
124,Kenyuu Densetsu Yaiba,GG,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 94  ,N/A
125,Kinetic Connection,GG,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,29th Mar 91  ,N/A
126,Klax,GG,Tengen  ,Tengen  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92  ,N/A
127,Krusty's Funhouse,GG,Flying Edge  ,Audiogenic Software Ltd.  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
128,Land of Illusion starring Mickey Mouse,GG,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
129,Last Action Hero,GG,Sony Imagesoft  ,Bits Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92  ,N/A
130,Legend of Illusion starring Mickey Mouse,GG,Sega  ,Aspect  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95  ,N/A
131,Lemmings,GG,Sega  ,Probe Entertainment Limited  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92  ,N/A
132,Lunar: Sanposuru Gakuen,GG,Game Arts  ,Game Arts  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,12th Jan 96  ,N/A
133,Madden 96,GG,Black Pearl  ,Tiertex Design Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96  ,N/A
134,Madden NFL '95,GG,THQ  ,THQ  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95  ,N/A
135,Madou Monogatari A: DokiDoki Bake~shon,GG,Compile  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,24th Nov 95  ,N/A
136,Madou Monogatari I: 3-tsu no Madouryoku,GG,Sega  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jan 93  ,N/A
137,Madou Monogatari II: Arles 16-Sai,GG,Sega  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,20th May 94  ,N/A
138,Madou Monogatari III: Kyuukyoku Joou-Sama,GG,Sega  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 94  ,N/A
139,Magical Puzzle Popils,GG,Tengen  ,Tengen  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92  ,N/A
140,Mahou Kishi Rayearth,GG,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th Dec 94  ,N/A
141,Mahou Kishi Rayearth 2: Making of Magic Knight,GG,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,04th Aug 95  ,N/A
