position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
618,N3: Ninety-Nine Nights,X360,Microsoft Game Studios  ,Q Entertainment / Phantagram  ,N/A  ,6.3  ,N/A  ,N/A,0.30m,0.20m,0.03m,0.05m,0.02m,15th Aug 06  ,N/A
619,Harry Potter and the Order of the Phoenix,X360,Electronic Arts  ,EA Games  ,N/A  ,N/A  ,N/A  ,N/A,0.30m,0.24m,0.03m,N/A,0.02m,25th Jun 07  ,N/A
620,Spider-Man: Friend or Foe,X360,Activision  ,Next Level Games  ,N/A  ,5.9  ,N/A  ,N/A,0.29m,0.26m,0.01m,N/A,0.02m,02nd Oct 07  ,N/A
621,Fable: The Journey,X360,Microsoft Studios  ,Lionhead Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.19m,0.08m,N/A,0.03m,09th Oct 12  ,12th Aug 18
622,Rabbids: Alive & Kicking,X360,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.15m,0.11m,N/A,0.03m,08th Nov 11  ,N/A
623,Mini Ninjas,X360,Eidos Interactive  ,IO Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.12m,0.14m,N/A,0.03m,08th Sep 09  ,N/A
624,Gears of War Triple Pack,X360,Microsoft Game Studios  ,Epic Games  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.27m,N/A,N/A,0.02m,15th Feb 11  ,N/A
625,Up,X360,THQ  ,THQ  ,N/A  ,6.5  ,N/A  ,N/A,0.29m,0.20m,0.07m,N/A,0.03m,26th May 09  ,N/A
626,NBA Live 06,X360,EA Sports  ,EA Canada  ,N/A  ,6.5  ,N/A  ,N/A,0.29m,0.27m,0.00m,N/A,0.02m,16th Nov 05  ,N/A
627,NieR,X360,Square Enix  ,Cavia Inc.  ,N/A  ,6.4  ,N/A  ,N/A,0.29m,0.13m,0.10m,0.04m,0.02m,27th Apr 10  ,N/A
628,The Chronicles of Riddick: Assault on Dark Athena,X360,Atari  ,Starbreeze Studios AB  ,N/A  ,8.2  ,N/A  ,N/A,0.29m,0.16m,0.10m,N/A,0.03m,07th Apr 09  ,N/A
629,Alien: Isolation,X360,Sega  ,Creative Assembly  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.16m,0.11m,N/A,0.03m,07th Oct 14  ,06th Jan 18
630,Turning Point: Fall of Liberty,X360,Codemasters  ,Spark Unlimited  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.23m,0.04m,N/A,0.02m,26th Feb 08  ,N/A
