position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
80,Trade & Battle: Card Hero,GB,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,N/A  ,N/A,0.20m,N/A,N/A,0.20m,0.00m,21st Feb 00  ,N/A
81,GameBoy Wars,GB,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,N/A  ,N/A,0.18m,N/A,N/A,0.18m,0.00m,21st May 91  ,N/A
82,Mega Man III,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.18m,N/A,N/A,0.18m,N/A,01st Jan 92  ,N/A
83,Power Pro Kun Pocket,GB,Konami  ,Diamond Head  ,N/A  ,N/A  ,N/A  ,N/A,0.17m,N/A,N/A,0.17m,0.00m,01st Apr 99  ,N/A
84,Sakura Wars GB,GB,Media Factory  ,Media Factory  ,N/A  ,N/A  ,N/A  ,N/A,0.14m,N/A,N/A,0.14m,0.00m,28th Jul 00  ,N/A
85,Yu-Gi-Oh! Monster Capture GB,GB,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.14m,N/A,N/A,0.14m,N/A,13th Apr 00  ,N/A
86,Tales of Phantasia: Narikiri Dungeon,GB,Namco  ,Alfa System  ,N/A  ,N/A  ,N/A  ,0.14m,N/A,N/A,N/A,N/A,N/A,10th Nov 00  ,N/A
87,Star Ocean: Blue Sphere,GB,Enix  ,tri-Ace  ,N/A  ,N/A  ,N/A  ,0.13m,N/A,N/A,N/A,N/A,N/A,28th Jun 01  ,N/A
88,Mega Man IV,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.13m,N/A,N/A,0.13m,N/A,01st Jan 93  ,N/A
89,Harvest Moon 2 GBC,GB,Natsume  ,Victor Interactive Software  ,N/A  ,N/A  ,N/A  ,N/A,0.12m,N/A,N/A,0.12m,0.00m,11th Sep 00  ,N/A
90,Medarot 4: Kabuto / Kuwagata Version,GB,Imagineer  ,Natsume  ,N/A  ,N/A  ,N/A  ,N/A,0.12m,N/A,N/A,0.12m,N/A,23rd Mar 01  ,N/A
91,Mega Man Xtreme,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,11th Jan 01  ,N/A
92,Mega Man Xtreme 2,GB,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,30th Oct 01  ,N/A
93,Metal Gear Solid,GB,Konami  ,TOSE Software  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,24th Apr 00  ,N/A
94,Power Pro GB,GB,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,N/A,N/A,0.07m,N/A,26th Mar 98  ,N/A
95,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,N/A,0.06m,N/A,01st Dec 91  ,N/A
96,007: The World is not Enough,GB,Electronic Arts  ,2n Productions  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,11th Sep 01  ,N/A
97,10 Pin Bowling,GB,Majesco  ,Morning Star Multimedia  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th Sep 99  ,N/A
98,1942,GB,Capcom  ,Digital Eclipse  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Apr 00  ,N/A
99,4-in-1 Fun Pak,GB,Interplay  ,Beam Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 92  ,N/A
100,4-in-1 Funpak: Volume II,GB,Interplay  ,Beam Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 93  ,N/A
101,720°,GB,Midway Games  ,Digital Eclipse Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 99  ,N/A
102,A Bug's Life,GB,THQ  ,Tiertex Design Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 99  ,N/A
103,A-Force,GB,Sachen  ,sachen  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 93  ,N/A
104,Aa Harimanada,GB,ASK  ,ASK  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 93  ,N/A
105,Absolute X,GB,Midas Interactive Entertainment  ,Midas Interactive Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 01  ,N/A
106,Action Man: Search for Base X,GB,THQ  ,Natsume  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,06th Feb 01  ,N/A
107,Adventure Island,GB,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 92  ,N/A
108,Adventure Island II: Aliens in Paradise,GB,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 93  ,N/A
109,Adventures of Lolo,GB,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95  ,N/A
110,Aerostar,GB,Victory Lap Games  ,Vic Tokai  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 91  ,N/A
111,After Burst,GB,NCS  ,Dual  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 90  ,N/A
112,AirForce Delta,GB,Konami  ,Climax Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Nov 00  ,N/A
