position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
168,Skylanders SWAP Force,XOne,Activision  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,0.25m,0.07m,N/A,0.03m,22nd Nov 13  ,N/A
169,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,Namco Bandai Games  ,CyberConnect2  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,0.25m,0.07m,N/A,0.03m,09th Feb 16  ,22nd Sep 18
170,Dragon Ball: Xenoverse,XOne,Namco Bandai Games  ,Dimps Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.35m,0.21m,0.11m,N/A,0.03m,24th Feb 15  ,11th Sep 18
171,Marvel vs. Capcom: Infinite,XOne,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.26m,0.05m,N/A,0.03m,19th Sep 17  ,22nd Sep 18
172,Just Dance 2017,XOne,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,N/A  ,N/A,0.34m,0.25m,0.05m,N/A,0.03m,25th Oct 16  ,06th Apr 18
173,The Lego Ninjago Movie Videogame,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.21m,0.09m,N/A,0.03m,22nd Sep 17  ,29th May 18
174,The Crew 2,XOne,Ubisoft  ,Ivory Tower  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.20m,0.10m,N/A,0.03m,29th Jun 18  ,19th Jul 18
175,Farming Simulator 17,XOne,Focus Home Interactive  ,Giants Software  ,N/A  ,N/A  ,N/A  ,N/A,0.33m,0.19m,0.11m,N/A,0.03m,25th Oct 16  ,06th Apr 18
176,LEGO The Incredibles,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,6.0  ,N/A  ,N/A  ,N/A,0.32m,0.19m,0.10m,N/A,0.03m,15th Jun 18  ,06th Nov 18
177,Farming Simulator 19,XOne,Focus Home Interactive  ,Giants Software  ,N/A  ,N/A  ,N/A  ,N/A,0.32m,0.19m,0.09m,N/A,0.03m,20th Nov 18  ,19th Dec 18
178,METRO Redux,XOne,Deep Silver  ,4a-games  ,N/A  ,N/A  ,N/A  ,N/A,0.31m,0.15m,0.14m,N/A,0.03m,26th Aug 14  ,31st May 18
179,Hitman,XOne,Square Enix  ,IO Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.31m,0.20m,0.08m,N/A,0.03m,31st Jan 17  ,01st May 18
180,LEGO City Undercover,XOne,Warner Bros. Interactive Entertainment  ,TT Fusion  ,N/A  ,N/A  ,N/A  ,N/A,0.30m,0.15m,0.12m,N/A,0.03m,04th Apr 17  ,24th May 18
181,SoulCalibur VI,XOne,Bandai Namco Games  ,Project Soul  ,N/A  ,N/A  ,N/A  ,N/A,0.30m,0.26m,0.01m,N/A,0.03m,19th Oct 18  ,07th Nov 18
182,LEGO DC Super-Villains,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,7.0  ,N/A  ,N/A  ,N/A,0.30m,0.20m,0.07m,N/A,0.03m,16th Oct 18  ,04th Jun 18
183,Final Fantasy Type-0 HD,XOne,Square Enix  ,Square Enix  ,N/A  ,N/A  ,N/A  ,N/A,0.30m,0.20m,0.07m,N/A,0.03m,17th Mar 15  ,21st Jan 18
184,Sniper Elite 4,XOne,Rebellion Developments  ,Rebellion Developments  ,N/A  ,N/A  ,N/A  ,N/A,0.30m,0.18m,0.09m,N/A,0.03m,14th Feb 17  ,29th May 18
185,NHL 19,XOne,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.26m,N/A,N/A,0.03m,14th Sep 18  ,23rd Jun 18
186,Just Cause 4,XOne,Square Enix  ,Avalanche Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.17m,0.09m,N/A,0.03m,04th Dec 18  ,19th Dec 18
187,Sonic Forces,XOne,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,N/A,0.29m,0.15m,0.11m,N/A,0.03m,07th Nov 17  ,11th Feb 18
188,Dark Souls II: Scholar of the First Sin,XOne,Namco Bandai Games  ,From Software  ,N/A  ,N/A  ,N/A  ,N/A,0.28m,0.19m,0.07m,N/A,0.03m,07th Apr 15  ,09th Mar 18
189,Battleborn,XOne,2K Games  ,Gearbox Software  ,N/A  ,N/A  ,N/A  ,N/A,0.28m,0.20m,0.05m,N/A,0.03m,03rd May 16  ,N/A
190,Rory McIlroy PGA Tour,XOne,Electronic Arts  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,N/A,0.28m,0.16m,0.09m,N/A,0.02m,14th Jul 15  ,24th May 18
191,Assassin's Creed The Ezio Collection,XOne,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.13m,0.12m,N/A,0.02m,15th Nov 16  ,N/A
192,LEGO The Hobbit,XOne,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.13m,0.13m,N/A,0.02m,08th Apr 14  ,15th Mar 18
193,Metal Gear Solid V: Ground Zeroes,XOne,Konami Digital Entertainment  ,Kojima Productions  ,N/A  ,7.7  ,N/A  ,N/A,0.27m,0.13m,0.13m,N/A,0.02m,18th Mar 14  ,22nd Mar 18
194,Minecraft: Story Mode - Season Two,XOne,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.17m,0.08m,N/A,0.02m,19th Sep 17  ,07th Aug 18
195,Skylanders Imaginators,XOne,Activision  ,Toys for Bob  ,N/A  ,N/A  ,N/A  ,N/A,0.27m,0.19m,0.05m,N/A,0.03m,16th Oct 16  ,26th Mar 18
