position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
110,Crash Bandicoot Purple: Ripto's Rampage,GBA,Vivendi Games  ,Vicarious Visions  ,N/A  ,6.7  ,N/A  ,N/A,0.64m,0.46m,0.17m,N/A,0.01m,03rd Jun 04  ,N/A
111,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.64m,0.46m,0.17m,N/A,0.01m,22nd Jun 04  ,N/A
112,SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.64m,0.46m,0.17m,N/A,0.01m,14th May 04  ,N/A
113,Konami Collector's Series: Arcade Advanced,GBA,Konami  ,KCEA  ,N/A  ,8.0  ,N/A  ,N/A,0.64m,0.46m,0.17m,N/A,0.01m,21st Mar 02  ,N/A
114,Dogz,GBA,Ubisoft  ,MTO  ,N/A  ,4.1  ,N/A  ,N/A,0.63m,0.45m,0.17m,N/A,0.01m,17th Nov 05  ,N/A
115,The Urbz: Sims in the City,GBA,Electronic Arts  ,Griptonite Games  ,N/A  ,N/A  ,N/A  ,N/A,0.62m,0.37m,0.22m,N/A,0.03m,09th Nov 04  ,N/A
116,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,THQ  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,N/A,0.61m,0.44m,0.16m,N/A,0.01m,16th Nov 05  ,N/A
117,Dora the Explorer: Super Spies,GBA,Gotham Games  ,Cinegroupe  ,N/A  ,N/A  ,N/A  ,N/A,0.61m,0.44m,0.16m,N/A,0.01m,25th Oct 04  ,N/A
118,Texas Hold 'Em Poker,GBA,Majesco  ,Skyworks Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.61m,0.44m,0.16m,N/A,0.01m,01st Nov 04  ,N/A
119,Final Fantasy IV Advance,GBA,Square Enix  ,Square Enix  ,N/A  ,8.6  ,N/A  ,N/A,0.61m,0.27m,0.10m,0.22m,0.01m,12th Dec 05  ,N/A
120,Madden NFL 2003,GBA,EA Sports  ,BudCat Creations  ,N/A  ,N/A  ,N/A  ,N/A,0.61m,0.44m,0.16m,N/A,0.01m,12th Aug 02  ,N/A
121,Harry Potter and the Goblet of Fire,GBA,Electronic Arts  ,Magic Pockets  ,N/A  ,6.0  ,N/A  ,N/A,0.61m,0.44m,0.16m,N/A,0.01m,08th Nov 05  ,N/A
122,Dragon Ball Z: Buu's Fury,GBA,Atari  ,Webfoot Technologies  ,N/A  ,5.9  ,N/A  ,N/A,0.61m,0.44m,0.16m,N/A,0.01m,14th Sep 04  ,N/A
123,Spider-Man: Mysterio's Menace,GBA,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.61m,0.43m,0.16m,N/A,0.01m,19th Sep 01  ,N/A
124,Game & Watch Gallery 4,GBA,Nintendo  ,Nintendo  ,N/A  ,6.4  ,N/A  ,N/A,0.61m,0.43m,0.16m,N/A,0.01m,28th Oct 02  ,N/A
125,Tony Hawk's Underground,GBA,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.60m,0.43m,0.16m,N/A,0.01m,27th Oct 03  ,N/A
126,Monster Trucks,GBA,Majesco  ,Skyworks Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.60m,0.43m,0.16m,N/A,0.01m,16th Nov 04  ,N/A
127,Harvest Moon: Friends of Mineral Town,GBA,Natsume  ,TOSE Software  ,N/A  ,7.6  ,N/A  ,N/A,0.59m,0.34m,0.13m,0.11m,0.01m,17th Nov 03  ,N/A
128,Shrek 2: Beg for Mercy,GBA,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.58m,0.42m,0.15m,N/A,0.01m,27th Oct 04  ,N/A
129,Tony Hawk's Pro Skater 4,GBA,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.57m,0.41m,0.15m,N/A,0.01m,28th Oct 02  ,N/A
130,Spyro Orange: The Cortex Conspiracy,GBA,Vivendi Games  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.57m,0.41m,0.15m,N/A,0.01m,03rd Jun 04  ,N/A
131,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,Konami  ,KCEJ  ,N/A  ,N/A  ,N/A  ,0.57m,N/A,N/A,N/A,N/A,N/A,08th Apr 03  ,N/A
132,The Incredible Hulk,GBA,Universal Interactive  ,Pocket Studios  ,N/A  ,6.0  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,27th May 03  ,N/A
133,Ms. Pac-Man Maze Madness,GBA,"Destination Software, Inc  ",Full-Fat  ,N/A  ,N/A  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,03rd Nov 04  ,N/A
134,The Lord of the Rings: The Return of the King,GBA,Electronic Arts  ,Griptonite Games  ,N/A  ,7.4  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,05th Nov 03  ,N/A
135,Classic NES Series: Dr. Mario,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,N/A,0.56m,0.31m,0.11m,0.13m,0.01m,25th Oct 04  ,N/A
136,Yu-Gi-Oh! World Championship Tournament 2004,GBA,Konami  ,KCEJ  ,N/A  ,N/A  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,10th Feb 04  ,N/A
137,Backyard NFL Football,GBA,Infogrames  ,Torus Games  ,N/A  ,N/A  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,25th Sep 02  ,N/A
138,Barbie Groovy Games,GBA,Universal Interactive  ,Digital Illusions (DICE)  ,N/A  ,3.0  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,04th Sep 02  ,N/A
139,Yu-Gi-Oh! Reshef of Destruction,GBA,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.56m,0.40m,0.15m,N/A,0.01m,29th Jun 04  ,N/A
140,Mega Man Zero,GBA,Capcom  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,N/A,0.55m,0.22m,0.08m,0.24m,0.01m,09th Sep 02  ,N/A
141,SpongeBob SquarePants: SuperSponge,GBA,THQ  ,Climax Group  ,N/A  ,N/A  ,N/A  ,N/A,0.55m,0.39m,0.15m,N/A,0.01m,05th Nov 01  ,N/A
142,Tak and the Power of Juju,GBA,THQ  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.55m,0.39m,0.15m,N/A,0.01m,15th Oct 03  ,N/A
143,The Fairly Odd Parents: Breakin' Da Rules,GBA,THQ  ,Helixe  ,N/A  ,N/A  ,N/A  ,N/A,0.54m,0.39m,0.14m,N/A,0.01m,03rd Nov 03  ,N/A
144,Mega Man Battle Network 2,GBA,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,N/A,0.54m,N/A,N/A,0.54m,N/A,17th Jun 02  ,N/A
145,Bratz: Rock Angelz,GBA,THQ  ,Blitz Games  ,N/A  ,N/A  ,N/A  ,N/A,0.54m,0.39m,0.14m,N/A,0.01m,01st Jan 05  ,N/A
146,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,Majesco  ,Majesco Games  ,N/A  ,N/A  ,N/A  ,N/A,0.53m,0.38m,0.14m,N/A,0.01m,14th May 04  ,N/A
147,Mario Tennis: Power Tour,GBA,Nintendo  ,Camelot Software Planning  ,N/A  ,N/A  ,N/A  ,N/A,0.52m,0.24m,0.09m,0.19m,0.01m,05th Dec 05  ,N/A
148,That's So Raven 2: Supernatural Style,GBA,Buena Vista  ,A2M  ,N/A  ,N/A  ,N/A  ,N/A,0.52m,0.37m,0.14m,N/A,0.01m,21st Aug 05  ,N/A
149,Tony Hawk's Pro Skater 3,GBA,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.52m,0.37m,0.14m,N/A,0.01m,04th Mar 02  ,N/A
150,Harry Potter and the Prisoner of Azkaban,GBA,Electronic Arts  ,Griptonite Games  ,N/A  ,7.0  ,N/A  ,N/A,0.52m,0.37m,0.14m,N/A,0.01m,25th May 04  ,N/A
151,"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,THQ  ,WayForward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.51m,0.37m,0.14m,N/A,0.01m,21st Oct 05  ,N/A
152,Disney's Kim Possible: Revenge of Monkey Fist,GBA,Disney Interactive Studios  ,Digital Eclipse  ,N/A  ,5.0  ,N/A  ,N/A,0.51m,0.37m,0.14m,N/A,0.01m,13th Nov 02  ,N/A
153,Dragon Ball Z: Supersonic Warriors,GBA,Atari  ,Banpresto  ,N/A  ,7.1  ,N/A  ,N/A,0.51m,0.36m,0.13m,N/A,0.01m,22nd Jun 04  ,N/A
154,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,THQ  ,Tantalus Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.50m,0.36m,0.13m,N/A,0.01m,13th Sep 04  ,N/A
155,Castlevania: Circle of the Moon,GBA,Konami  ,KCEK  ,N/A  ,8.9  ,N/A  ,0.50m,N/A,N/A,N/A,N/A,N/A,10th Jun 01  ,N/A
156,Tactics Ogre: The Knight of Lodis,GBA,Atlus  ,Quest Corporation  ,N/A  ,8.5  ,N/A  ,N/A,0.50m,0.13m,0.05m,0.31m,0.01m,11th May 02  ,N/A
157,Tony Hawk's Underground 2,GBA,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.49m,0.35m,0.13m,N/A,0.01m,04th Oct 04  ,N/A
158,Power Rangers: Dino Thunder,GBA,THQ  ,Natsume  ,N/A  ,N/A  ,N/A  ,N/A,0.49m,0.35m,0.13m,N/A,0.01m,22nd Sep 04  ,N/A
159,Madagascar: Operation Penguin,GBA,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.35m,0.13m,N/A,0.01m,07th Nov 05  ,N/A
160,Need for Speed: Porsche Unleashed,GBA,"Destination Software, Inc  ",Pocketeers  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.35m,0.13m,N/A,0.01m,15th Mar 04  ,N/A
161,Kouchuu Ouja Mushi King,GBA,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,0.48m,N/A,N/A,N/A,N/A,N/A,23rd Jun 05  ,N/A
162,Midnight Club: Street Racing,GBA,"Destination Software, Inc  ",Angel Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.34m,0.13m,N/A,0.01m,14th Nov 01  ,N/A
163,Densetsu no Stafi,GBA,Nintendo  ,TOSE  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,N/A,N/A,0.46m,0.01m,06th Sep 02  ,N/A
164,Pirates of the Caribbean: Dead Man's Chest,GBA,Buena Vista  ,Amaze Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,0.33m,0.12m,N/A,0.01m,27th Jun 06  ,N/A
165,Kong: The 8th Wonder of the World,GBA,Ubisoft  ,Ubisoft Casablanca  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,0.33m,0.12m,N/A,0.01m,21st Nov 05  ,N/A
166,Iridion 3D,GBA,Majesco  ,Shin'en GmbH  ,N/A  ,5.6  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,29th May 01  ,N/A
167,Classic NES Series: Pac-Man,GBA,Nintendo  ,Nintendo  ,N/A  ,5.7  ,N/A  ,N/A,0.46m,0.25m,0.09m,0.12m,0.01m,02nd Jun 04  ,N/A
168,Dragon Ball Z: Collectible Card Game,GBA,Infogrames  ,Magellan Interactive  ,N/A  ,6.0  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,29th May 02  ,N/A
169,Disney's Kim Possible 3: Team Possible,GBA,Disney Interactive Studios  ,Artificial Mind and Movement  ,N/A  ,9.0  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,21st Aug 05  ,N/A
170,Stuart Little 2,GBA,Activision  ,Creations  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,12th Jul 02  ,N/A
171,Tak 2: The Staff of Dreams,GBA,THQ  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,11th Oct 04  ,N/A
172,Scooby-Doo,GBA,THQ  ,Helixe  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,15th Nov 01  ,N/A
173,Rugrats: Castle Capers,GBA,THQ  ,Software Creations  ,N/A  ,N/A  ,N/A  ,N/A,0.46m,0.33m,0.12m,N/A,0.01m,24th Sep 01  ,N/A
