position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
121,Pac-Man and the Ghostly Adventures 2,WiiU,Namco Bandai Games  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.07m,0.04m,0.02m,N/A,0.01m,14th Oct 14  ,16th Nov 18
122,Transformer: Rise of the Dark Spark,WiiU,Activision  ,Edge of Reality  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.04m,0.02m,N/A,0.01m,24th Jun 14  ,27th Dec 18
123,PAC-MAN and the Ghostly Adventures,WiiU,Namco Bandai Games  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.03m,0.02m,N/A,0.01m,29th Oct 13  ,02nd Dec 18
124,The Amazing Spider-Man 2 (2014),WiiU,Activision  ,Beenox  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.03m,0.03m,N/A,0.00m,29th Apr 14  ,19th Mar 18
125,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,Activision  ,Behaviour Interactive  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,N/A,0.05m,N/A,0.00m,22nd Oct 13  ,17th Dec 20
126,Shantae: Half-Genie Hero,WiiU,WayForward Technologies  ,Way Forward Technologies  ,N/A  ,N/A  ,N/A  ,N/A,0.06m,0.05m,N/A,N/A,0.01m,01st Apr 16  ,21st Jan 18
127,Mighty No. 9,WiiU,Deep Silver  ,Comcept  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,0.03m,0.01m,N/A,0.01m,21st Jun 16  ,04th Jul 18
128,Zumba Fitness: World Party,WiiU,Majesco Entertainment  ,Zoe Mode  ,N/A  ,N/A  ,N/A  ,N/A,0.05m,N/A,0.04m,N/A,0.00m,05th Nov 13  ,22nd Jan 18
129,Devil's Third,WiiU,Nintendo  ,Valhalla Game Studios  ,N/A  ,3.8  ,5.7  ,N/A,0.05m,0.03m,0.02m,N/A,0.00m,11th Dec 15  ,22nd Jan 18
130,Trine 2: Director's Cut,WiiU,Frozenbyte  ,Frozenbyte  ,N/A  ,7.8  ,N/A  ,N/A,0.04m,N/A,0.04m,N/A,0.00m,18th Nov 12  ,28th Aug 18
131,Terraria,WiiU,505 Games  ,Re-Logic  ,N/A  ,N/A  ,N/A  ,N/A,0.04m,N/A,0.03m,0.01m,0.00m,28th Jun 16  ,19th Mar 18
132,Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,D3Publisher  ,Way Forward  ,N/A  ,2.8  ,N/A  ,N/A,0.04m,0.02m,0.02m,N/A,0.00m,12th Dec 13  ,22nd Jan 18
133,YoKai Watch Dance: Just Dance Special Version,WiiU,Level 5  ,Level 5  ,N/A  ,N/A  ,N/A  ,N/A,0.04m,N/A,N/A,0.04m,N/A,05th Dec 15  ,09th Apr 18
134,SteamWorld Collection,WiiU,Rising Star Games  ,Image & Form Games  ,N/A  ,N/A  ,N/A  ,N/A,0.04m,0.03m,0.00m,N/A,0.00m,15th Nov 16  ,30th Aug 18
135,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,WiiU,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,N/A  ,N/A,0.04m,N/A,N/A,0.04m,N/A,27th Nov 14  ,27th Jan 18
136,Penguins of Madagascar,WiiU,Little Orbit  ,Little Orbit  ,N/A  ,N/A  ,N/A  ,N/A,0.03m,0.01m,0.02m,N/A,0.00m,25th Nov 14  ,07th Apr 18
137,Rabbids Land,WiiU,Ubisoft  ,Ubisoft Paris  ,N/A  ,6.1  ,N/A  ,N/A,0.03m,0.01m,0.01m,N/A,0.00m,18th Nov 12  ,08th Sep 20
138,Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,WiiU,Square Enix  ,Square Enix  ,N/A  ,N/A  ,N/A  ,N/A,0.03m,N/A,N/A,0.03m,N/A,16th Nov 17  ,15th Sep 18
139,The Croods: Prehistoric Party!,WiiU,D3Publisher  ,Torus Games Pty. Ltd.  ,N/A  ,N/A  ,N/A  ,N/A,0.03m,0.01m,0.02m,N/A,0.00m,19th Mar 13  ,14th Dec 18
140,Turbo: Super Stunt Squad,WiiU,D3Publisher  ,Monkey Bar Games  ,N/A  ,N/A  ,N/A  ,N/A,0.03m,N/A,0.03m,N/A,0.00m,16th Jul 13  ,22nd Jan 18
141,Darksiders: Warmastered Edition,WiiU,THQ Nordic  ,Kaiko  ,N/A  ,N/A  ,N/A  ,N/A,0.03m,0.01m,0.01m,N/A,0.00m,23rd May 17  ,31st Mar 18
142,Disney Planes Fire & Rescue,WiiU,Disney Interactive Studios  ,Little Orbit  ,N/A  ,N/A  ,N/A  ,N/A,0.03m,0.01m,0.01m,N/A,0.00m,04th Nov 14  ,31st Mar 18
143,Cars 3: Driven to Win,WiiU,Warner Bros. Interactive Entertainment  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,0.00m,N/A,0.00m,13th Jun 17  ,14th Jan 18
144,Sniper Elite V2,WiiU,505 Games  ,Rebellion Developments  ,N/A  ,7.0  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,21st May 13  ,13th Mar 18
145,Monster High 13 Wishes,WiiU,Little Orbit  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,29th Oct 13  ,N/A
146,Tumblestone,WiiU,Nighthawk Interactive  ,The Quantum Astrophysicists Guild  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,01st Nov 16  ,01st Apr 18
147,Kamen Rider: Battride War II,WiiU,Namco Bandai Games  ,Eighting  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,26th Jun 14  ,23rd Jan 18
