position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
77,Beetle Adventure Racing!,N64,Electronic Arts  ,"Paradigm Entertainment, Electronic Arts  ",N/A  ,9.2  ,N/A  ,N/A,0.62m,0.40m,0.20m,N/A,0.02m,24th Mar 99  ,N/A
78,NFL Quarterback Club 99,N64,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.62m,0.59m,0.02m,N/A,0.00m,10th Nov 98  ,N/A
79,Madden NFL 2000,N64,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,N/A,0.61m,0.58m,0.02m,N/A,0.00m,31st Aug 99  ,N/A
80,International Superstar Soccer '98,N64,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,0.60m,0.06m,0.30m,0.21m,0.03m,15th Sep 98  ,24th Sep 18
81,International Superstar Soccer 64,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,N/A  ,N/A  ,N/A,0.60m,0.09m,0.26m,0.23m,0.02m,31st Jul 97  ,N/A
82,Mickey's Speedway USA,N64,Nintendo  ,Rare Ltd.  ,N/A  ,N/A  ,N/A  ,N/A,0.60m,0.37m,0.08m,0.14m,0.01m,13th Nov 00  ,N/A
83,Waialae Country Club: True Golf Classics,N64,Nintendo  ,Tikipod  ,N/A  ,N/A  ,N/A  ,N/A,0.59m,0.48m,0.11m,N/A,N/A,29th Jul 98  ,N/A
84,Extreme-G,N64,Acclaim Entertainment  ,Probe Entertainment Limited  ,N/A  ,N/A  ,N/A  ,N/A,0.59m,0.47m,0.11m,N/A,0.01m,30th Sep 97  ,N/A
85,Ready 2 Rumble Boxing,N64,Midway Games  ,Point of View  ,N/A  ,7.8  ,N/A  ,N/A,0.59m,0.47m,0.11m,N/A,0.01m,31st Oct 99  ,N/A
86,FIFA: Road to  World Cup 98,N64,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,0.58m,0.15m,0.39m,N/A,0.03m,30th Nov 97  ,N/A
87,International Superstar Soccer '98,N64,Konami  ,Konami Computer Entertainment Osaka  ,N/A  ,9.1  ,N/A  ,N/A,0.58m,0.06m,0.30m,0.19m,0.03m,15th Sep 98  ,N/A
88,World Cup 98,N64,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,0.58m,0.14m,0.40m,N/A,0.04m,18th May 98  ,N/A
89,NFL Blitz 2000,N64,Midway Games  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.58m,0.55m,0.02m,N/A,0.00m,17th Aug 99  ,N/A
90,NBA Hangtime,N64,Midway Games  ,Fun Com  ,N/A  ,N/A  ,N/A  ,N/A,0.57m,0.48m,0.08m,N/A,0.00m,17th Jan 97  ,N/A
91,Resident Evil 2,N64,Capcom  ,Angel Studios  ,N/A  ,9.0  ,N/A  ,N/A,0.56m,0.39m,0.09m,0.07m,0.01m,31st Oct 99  ,N/A
92,FIFA 99,N64,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,0.54m,0.11m,0.39m,N/A,0.03m,30th Nov 98  ,N/A
93,Gauntlet Legends,N64,Midway Games  ,Atari Games  ,N/A  ,6.0  ,N/A  ,N/A,0.54m,0.43m,0.10m,N/A,0.01m,31st Aug 99  ,N/A
94,Spider-Man,N64,Activision  ,Edge of Reality  ,N/A  ,N/A  ,N/A  ,N/A,0.53m,0.43m,0.09m,N/A,0.01m,21st Nov 00  ,N/A
95,NASCAR 2000,N64,EA Sports  ,Stormfront Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.53m,0.49m,0.03m,N/A,0.00m,30th Sep 99  ,N/A
96,Wayne Gretzky's 3D Hockey,N64,Midway Games  ,William's Entertainment  ,N/A  ,8.1  ,N/A  ,N/A,0.53m,0.49m,0.03m,N/A,0.00m,11th Nov 96  ,N/A
97,International Superstar Soccer 2000 (All region sales),N64,Konami  ,KCEO  ,N/A  ,N/A  ,N/A  ,N/A,0.51m,0.01m,0.26m,0.22m,0.02m,03rd Aug 00  ,N/A
98,Rugrats: Scavenger Hunt,N64,THQ  ,Realtime Associates  ,N/A  ,N/A  ,N/A  ,N/A,0.51m,0.41m,0.09m,N/A,0.01m,29th Jun 99  ,N/A
99,Rugrats in Paris: The Movie,N64,THQ  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.50m,0.40m,0.09m,N/A,0.01m,12th Nov 00  ,N/A
100,FIFA Soccer 64,N64,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,0.49m,0.16m,0.30m,N/A,0.03m,28th Feb 97  ,N/A
101,All-Star Baseball 99,N64,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.48m,0.44m,0.04m,N/A,0.00m,30th Apr 98  ,N/A
102,Harvest Moon 64,N64,Natsume  ,Toy Box Studios  ,N/A  ,7.8  ,N/A  ,N/A,0.48m,0.25m,0.06m,0.11m,0.06m,30th Nov 99  ,N/A
103,NBA Live 99,N64,EA Sports  ,NuFX  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,0.45m,0.02m,N/A,0.00m,04th Nov 98  ,N/A
104,Automobili Lamborghini,N64,Titus  ,Titus Software  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,0.28m,0.17m,N/A,0.01m,30th Nov 97  ,N/A
105,Bomberman Hero,N64,Nintendo  ,AI  ,N/A  ,N/A  ,N/A  ,N/A,0.47m,0.27m,0.06m,0.08m,0.05m,01st Sep 98  ,N/A
106,Doom 64,N64,Midway Games  ,Midway Studios San Diego  ,N/A  ,7.4  ,N/A  ,N/A,0.47m,0.38m,0.08m,N/A,0.01m,31st Mar 97  ,N/A
107,Quest 64,N64,THQ  ,Imagineer  ,N/A  ,5.4  ,N/A  ,N/A,0.47m,0.38m,0.08m,N/A,0.01m,11th Jun 98  ,N/A
108,Pokémon Puzzle League,N64,Nintendo  ,Nintendo Software Technology Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.36m,0.08m,N/A,0.01m,01st Sep 00  ,N/A
109,Rampage World Tour,N64,Midway Games  ,Saffire Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.45m,0.36m,0.08m,N/A,0.01m,30th Mar 98  ,N/A
110,NBA Live 2000,N64,EA Sports  ,NuFX  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,0.42m,0.02m,N/A,0.00m,31st Oct 99  ,N/A
111,Duke Nukem 64,N64,GT Interactive  ,EurocoEntertainment Software  ,N/A  ,N/A  ,N/A  ,N/A,0.44m,0.35m,0.08m,N/A,0.01m,31st Oct 97  ,N/A
112,Madden NFL 2002,N64,EA Sports  ,BudCat Games  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.41m,0.02m,N/A,0.00m,12th Sep 01  ,N/A
113,Mischief Makers,N64,Nintendo  ,"Treasure Co., Ltd.  ",N/A  ,6.5  ,N/A  ,N/A,0.43m,0.25m,0.06m,0.07m,0.06m,01st Oct 97  ,N/A
114,WipEout 64,N64,Midway Games  ,Psygnosis  ,N/A  ,N/A  ,N/A  ,N/A,0.43m,0.28m,0.14m,N/A,0.01m,03rd Nov 98  ,N/A
115,Army Men: Sarge's Heroes 2,N64,3DO  ,3DO  ,N/A  ,6.0  ,N/A  ,N/A,0.42m,0.34m,0.07m,N/A,0.00m,26th Sep 00  ,N/A
116,Dr. Mario 64,N64,Nintendo  ,Newcom  ,N/A  ,6.0  ,N/A  ,N/A,0.42m,0.34m,0.07m,N/A,0.00m,08th Apr 01  ,N/A
117,Jikkyou Powerful Pro Yakyuu 6,N64,Konami  ,Diamond Head  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,N/A,N/A,0.39m,0.03m,25th Mar 99  ,N/A
118,NFL Blitz 2001,N64,Midway Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.34m,0.07m,N/A,0.00m,12th Sep 00  ,N/A
119,Rush 2: Extreme Racing USA,N64,Midway Games  ,Atari Games  ,N/A  ,N/A  ,N/A  ,N/A,0.42m,0.35m,0.06m,N/A,0.00m,10th Nov 98  ,N/A
120,Ogre Battle 64: Person of Lordly Caliber,N64,Atlus  ,Quest Corporation  ,N/A  ,9.1  ,N/A  ,N/A,0.41m,0.10m,0.02m,0.25m,0.04m,07th Oct 00  ,N/A
121,Superman: The New Superman Adventures,N64,Titus  ,Titus Software  ,N/A  ,N/A  ,N/A  ,N/A,0.41m,0.33m,0.07m,N/A,0.00m,31st May 99  ,N/A
122,Mortal Kombat Mythologies: Sub-Zero,N64,Midway Games  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.32m,0.07m,N/A,0.00m,08th Dec 97  ,N/A
123,NFL Quarterback Club 2000,N64,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.40m,0.37m,0.03m,N/A,0.00m,31st Aug 99  ,N/A
