position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
991,Super Noah's Ark 3D,SNES,Wisdom Tree  ,Wisdom Tree  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94  ,N/A
992,Super Nova,SNES,Taito  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,31st Dec 93  ,N/A
993,Super Off Road,SNES,Tradewest  ,Software Creations  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 91  ,N/A
994,Super Off Road: The BAJA,SNES,Tradewest  ,Software Creations  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 93  ,N/A
995,Super Oozumou Netsusen Dai-Ichiban,SNES,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,18th Dec 92  ,N/A
996,Super Pinball: Behind the Mask,SNES,Nintendo  ,"KAZe Co., Ltd.  ",N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 94  ,N/A
997,Super Play Action Football,SNES,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 92  ,N/A
998,Super Power League 3,SNES,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 95  ,N/A
999,Super Power League 4,SNES,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,09th Aug 96  ,N/A
1000,Super Punch-Out!!,SNES,Nintendo  ,Nintendo IRD  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 94  ,N/A
1001,Super Putty,SNES,U.S. Gold  ,System 3  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94  ,N/A
1002,Super Puyo Puyo 2 Remix,SNES,Compile  ,Compile  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 96  ,N/A
1003,Super Robot Taisen Gaiden: Masou Kishin - The Lord of Elemental,SNES,Banpresto  ,WinkySoft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 96  ,N/A
1004,Super Rugby,SNES,Tonkin House  ,Tonkin House  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,21st Oct 94  ,N/A
1005,Super Shogi,SNES,I'Max  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,19th Jun 92  ,N/A
1006,Super Slam Dunk,SNES,Virgin Interactive  ,Park Place Productions  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 93  ,N/A
1007,Super Slap Shot,SNES,Virgin Interactive  ,Ringler Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 93  ,N/A
1008,Super Smash T.V.,SNES,Acclaim Entertainment  ,Beam Software  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 92  ,N/A
