position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
824,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,Namco Bandai Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,21st Apr 16  ,20th Sep 18
825,PaRappa the Rapper Remastered,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,04th Apr 17  ,24th Sep 18
826,Earth's Dawn,PS4,Rising Star Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,01st Nov 16  ,N/A
827,"Warhammer 40,000: Deathwatch",PS4,Hoplite Research  ,Rodeo Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,14th Aug 18  ,06th Nov 18
828,Blade Strangers,PS4,Nicalis  ,Studio Saizensen  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,28th Aug 18  ,28th Jul 18
829,"Warhammer 40,000: Inquisitor - Martyr",PS4,Neocore Games  ,Neocore Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,28th Aug 18  ,24th Mar 18
830,Big Buck Hunter Arcade,PS4,GameMill Entertainment  ,Play Mechanix  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,17th Jan 17  ,02nd Oct 20
831,Space Hulk Tactics,PS4,Focus Home Interactive  ,Cyanide  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,09th Oct 18  ,28th Jun 18
832,The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War,PS4,Xseed Games  ,Nihon Falcom Corporation  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,19th Mar 19  ,20th May 18
833,428: Shibuya Scramble,PS4,Spike Chunsoft  ,Abstraction Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.01m,N/A,0.01m,0.00m,04th Sep 18  ,26th Sep 18
834,Dungeons 2,PS4,Kalypso Media  ,Realmforge Studios  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,26th Apr 16  ,06th Feb 18
835,Crystar,PS4,Spike Chunsoft  ,FuRyu  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,27th Aug 19  ,07th Apr 19
836,Flipping Death,PS4,Rising Star   ,Zoink Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,16th Oct 18  ,22nd Jul 18
837,Tricky Towers,PS4,Soedesco  ,WeirdBeard  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,17th Nov 17  ,07th Sep 18
838,This Is the Police 2,PS4,THQ Nordic  ,Weappy Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,25th Sep 18  ,24th Mar 19
839,The Liar Princess and the Blind Prince,PS4,NIS America  ,Nippon Ichi Software  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,30th Mar 19  ,06th Jun 18
840,No Heroes Allowed! VR,PS4,Sony Interactive Entertainment  ,Acquire  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,17th Oct 17  ,10th Jan 18
841,Titan Quest,PS4,THQ Nordic  ,Iron Lore Entertainment  ,6.0  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,20th Mar 18  ,24th Mar 19
842,Border Break,PS4,Sega  ,Sega  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,02nd Aug 18  ,26th Aug 18
843,ArmaGallant: Decks of Destiny,PS4,Maximum Games  ,RockNanoGlobal  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,04th Apr 17  ,17th Sep 18
844,Gravity Rush Remastered,PS4,Sony Computer Entertainment Europe  ,Bluepoint Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,02nd Feb 16  ,23rd Sep 18
845,Carmageddon: Max Damage,PS4,Stainless Games  ,Stainless Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,05th Jul 16  ,N/A
846,Armello,PS4,League of Geeks  ,League of Geeks  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,13th Mar 18  ,21st Sep 18
847,Valthirian Arc: Hero School Story,PS4,PQube  ,Agate Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,28th Sep 18  ,05th Jul 18
848,Shaq-Fu: A Legend Reborn,PS4,Wired Productions  ,Big Deez Productions  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,05th Jun 18  ,18th Mar 19
849,Patapon Remastered,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,01st Aug 17  ,24th Sep 18
850,Monster Hunter Frontier Z: Beginner's Package,PS4,Capcom  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,22nd Nov 16  ,N/A
851,Professional Farmer 2016,PS4,Namco Bandai Games  ,UIG Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,0.02m,N/A,0.00m,20th Nov 15  ,07th May 19
852,Natsuiro High School: Seishun Hakusho,PS4,D3Publisher  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,04th Jun 15  ,N/A
853,The Inner World: The Last Wind Monk,PS4,Kalypso Media  ,Studio Fizbin  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,24th Oct 17  ,15th Sep 18
854,SteamWorld Collection,PS4,Rising Star Games  ,Image & Form Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,0.02m,N/A,N/A,0.00m,01st Nov 16  ,30th Aug 18
855,Winning Post 8 2018,PS4,Koei Tecmo  ,Koei Tecmo Games  ,N/A  ,N/A  ,N/A  ,N/A,0.02m,N/A,N/A,0.02m,N/A,15th Mar 18  ,30th Jul 18
